gamma,Re(eigenvalue 1),Re(eigenvalue 2),Im(eigenvalue 1),Im(eigenvalue 2)
2.0236734693877554,-2.041721468628481,-0.9819520007592744,-0.007335601780564998,-0.1957230588534391
2.029714285714286,-2.0477232062659416,-0.9819910794483437,-0.007298623860743559,-0.19576003677326037
2.0357551020408162,-2.0537253007240786,-0.9820298013167377,-0.007262120186421127,-0.19579654044758288
2.0417959183673466,-2.0597277474864852,-0.982068170880861,-0.007226082166777266,-0.19583257846722668
2.0478367346938775,-2.0657305421045358,-0.982106192589342,-0.007190501408885426,-0.19586815922511858
2.0538775510204084,-2.07173368019637,-0.9821438708240384,-0.007155369712235354,-0.19590329092176884
2.059918367346939,-2.07773715744589,-0.9821812099010485,-0.007120679063431177,-0.19593798157057285
2.065959183673469,-2.0837409696017604,-0.9822182140717088,-0.007086421631059044,-0.19597223900294503
2.072,-2.0897451124764173,-0.9822548875235824,-0.007052589760718054,-0.19600607087328603
2.078040816326531,-2.095749581945091,-0.982291234381439,-0.007019175970208592,-0.1960394846637954
2.0840816326530613,-2.1017543739448312,-0.9823272587082292,-0.006986172944872532,-0.19607248768913144
2.0901224489795918,-2.1077594844735494,-0.9823629645060421,-0.006953573533079739,-0.19610508710092422
2.0961632653061226,-2.113764909589069,-0.9823983557170537,-0.006921370741855719,-0.1961372898921484
2.102204081632653,-2.1197706454081806,-0.9824334362244722,-0.00688955773264548,-0.19616910290135858
2.108244897959184,-2.125776688105718,-0.9824682098534661,-0.0068581278172087,-0.1962005328167954
